"","rdkit_graph","rdkit_broad","moa","target","disease_area","indication","moa_v1"
"655","Cc1ccc(C=C2CNCC(=Cc3ccc(C)cc3)C2=O)cc1","Cc1ccc(/C=C2\CNC/C(=C\c3ccc(C)cc3)C2=O)cc1","ubiquitin specific protease inhibitor","SENP2|USP1|USP2|USP7","","","ubiquitin specific protease inhibitor"
"656","Cc1cccc(C=Cc2ccccc2)n1","Cc1cccc(/C=C/c2ccccc2)n1","glutamate receptor antagonist","GRM4|GRM5","","","glutamate_antagonist"
"657","COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1","COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1","serotonin receptor agonist","ADRA1A|ADRA1B|ADRA1D|HTR1A|HTR1F","","","serotonin_receptor_agonist"
"658","COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1C[C@H](N)[C@H](O)[C@H](C)O1","COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1","topoisomerase inhibitor","TOP2A","hematologic malignancy|oncology","acute lymphoblastic leukemia (ALL)|acute myeloid leukemia (AML)|Wilm's tumor|breast cancer|ovarian cancer|Hodgkin's lymphoma|bladder cancer|multiple myeloma","dna_rna_damage"
"659","Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1","Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1","adrenergic receptor agonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|HTR1B|HTR1D|HTR2C","otolaryngology","nasal congestion","adrenergic_agonist"
"660","COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC","COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC","serotonin receptor agonist","HTR2A|HTR3A|HTR4|KCNH2","","","serotonin_receptor_agonist"
"661","NC(=NC(=O)c1nc(Cl)c(N)nc1N)NCc1ccccc1","NC(=NC(=O)c1nc(Cl)c(N)nc1N)NCc1ccccc1","sodium channel blocker","ASIC1|PKD2L1|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC8A1","","","sodium channel blocker"
"662","O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl","O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl","bacterial 50S ribosomal subunit inhibitor","CD55","infectious disease|endocrinology","meningitis|fever|cholera","antibacterial"
"663","Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1","Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1","DNA methyltransferase inhibitor","DNMT1|DNMT3A","hematologic malignancy|hematology","myelodysplastic diseases (MDS)|anemia|chronic myelomonocytic leukemia (CMMoL)","dna_methyltransferase_inhibitor"
"664","O=C1NC(=O)/C(=C/c2ccc3nccc(-c4ccncc4)c3c2)S1","O=C1NC(=O)/C(=C/c2ccc3nccc(-c4ccncc4)c3c2)S1","PI3K inhibitor","PIK3CG","","","pi3k_inhibitor"
"665","Cc1cc(Cl)ccc1OCCCC(=O)NO","Cc1cc(Cl)ccc1OCCCC(=O)NO","HDAC inhibitor","HDAC6|HDAC8","","","hdac_inhibitor"
"666","Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O","Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O","ribonucleotide reductase inhibitor","ADA|DCK|POLA1|RRM1|RRM2","hematologic malignancy","chronic lymphocytic leukemia (CLL)","ribonucleotide_reductase_inhibitor"
"667","CC[N+](C)(C)c1cccc(O)c1","CC[N+](C)(C)c1cccc(O)c1","acetylcholinesterase inhibitor","ACHE|BCHE","neurology/psychiatry","myasthenia gravis","acetylcholinesterase_inhibitor"
"668","CC(=O)OCC[N+](C)(C)C","CC(=O)OCC[N+](C)(C)C","acetylcholine receptor agonist","ACHE|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA2","neurology/psychiatry|gastroenterology|pulmonary","drowsiness|fatigue|headache|indigestion|chest congestion","acetylcholine_agonist"
"669","Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1","Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1","adenosine deaminase inhibitor|ribonucleotide reductase inhibitor","ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B","hematologic malignancy","hairy cell leukemia","ribonucleotide_reductase_inhibitor"
"670","O=C1N=C(NCc2cccs2)S/C1=C\c1ccc2ncccc2c1","O=C1N=C(NCc2cccs2)S/C1=C\c1ccc2ncccc2c1","CDK inhibitor","CDK1","","","cdk_inhibitor"
"671","CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C","CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C","acetylcholine receptor antagonist","CHRM1|CHRM2|CHRM3|CHRM4","gastroenterology","peptic ulcer disease (PUD)","acetylcholine receptor antagonist"
"672","CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1","CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1","glucocorticoid receptor agonist","NR3C1|SERPINA6","dermatology","seborrheic dermatitis","glucocorticoid receptor agonist"
"673","COC(=O)C1=COC(O)C2C(CO)=CCC12","COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=CC[C@H]12","choleretic agent","","","","choleretic agent"
"674","O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F","O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F","sodium channel blocker","KCNA5|KCNA7|SCN5A","cardiology","ventricular tachycardia (VT)|atrial fibrillation (AF)|ventricular arrhythmias","sodium channel blocker"
"675","O=P1(N(CCCl)CCCl)NCCCO1","O=[P@]1(N(CCCl)CCCl)NCCCO1","DNA alkylating agent","CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP3A4|CYP3A5|CYP3A7","hematologic malignancy|oncology","Hodgkin's lymphoma|small lymphocytic lymphoma (SLL)|breast cancer|neuroblastoma|Burkitt's lymphoma|multiple myeloma|chronic lymphocytic leukemia (CLL)|acute myeloid leukemia (AML)|acute lymphoblastic leukemia (ALL)|chronic myeloid leukemia (CML)|true histiocytic lymphoma (THL)|retinoblastoma|ovarian cancer","dna_rna_damage"
"676","Clc1ccc2nsnc2c1NC1=NCCN1","Clc1ccc2nsnc2c1NC1=NCCN1","adrenergic receptor agonist","ADRA2A|ADRA2B|ADRA2C|NISCH","neurology/psychiatry","spasms","adrenergic_agonist"
"677","CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1","CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1","solute carrier family member inhibitor","CFTR|GPR35|SLC12A1|SLC12A2|SLC12A4|SLC12A5","cardiology","edema|congestive heart failure","solute carrier family member inhibitor"
"678","CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C","CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C","progesterone receptor agonist","ESR1|PGR","endocrinology","contraceptive","progesterone_agonist"
"679","CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1","C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1","cyclooxygenase inhibitor","PTGS1|PTGS2","rheumatology","rheumatoid arthritis|osteoarthritis","cox inhibitor"
"680","CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12","CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12","bacterial cell wall synthesis inhibitor","CYP1A2|CYP3A4|SLC22A6","infectious disease","gram-positive bacterial infections","bacterial cell wall synthesis inhibitor"
"681","CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O","CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O","penicillin binding protein inhibitor","CYP2C19|SLC15A1|SLC15A2|SLC22A6","infectious disease|gastroenterology","skin infections|duodenal ulcer disease|gonorrhea|ear infections|throat infections|genitourinary tract infections|respiratory tract infections","penicillin binding protein inhibitor"
"682","CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1","CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1","retinoid receptor agonist","RARA|RARB|RARG","dermatology","acne vulgaris (AV)","retinoid_agonist_ligand"
"683","CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1","CCCNC[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1","antiarrhythmic","ADRB1|ADRB2|KCNA5|KCNH2","cardiology","atrial fibrillation (AF)|ventricular tachycardia (VT)|ventricular arrhythmias","anti_arrhythmic"
"684","CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1","CCN(Cc1ccncc1)C(=O)[C@@H](CO)c1ccccc1","acetylcholine receptor antagonist","CHRM3|CHRM4","ophthalmology","mydriasis diagnostic|cycloplegia diagnostic","acetylcholine receptor antagonist"
"685","Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1","Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1","ATP channel blocker","ABCC8|KCNJ1|KCNJ10|KCNJ11","endocrinology","diabetes mellitus","ATP channel blocker"
"686","CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1","CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1","dihydrofolate reductase inhibitor","DHFR|SLC47A1","infectious disease","malaria","dihydrofolate reductase inhibitor"
"687","CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1","CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1","leukotriene receptor antagonist","ALOX5|CYSLTR1","pulmonary|allergy","asthma|allergic rhinitis|exercise-induced bronchoconstriction (EIB)","leukotriene_receptor_antagonist"
"688","CN(C)C(=O)Oc1ccc[n+](C)c1","CN(C)C(=O)Oc1ccc[n+](C)c1","cholinesterase inhibitor","ACHE|BCHE","neurology/psychiatry","myasthenia gravis","acetylcholinesterase_inhibitor"
"689","C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C","C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C","progesterone receptor agonist","PGR","obstetrics/gynecology","endometriosis","progesterone_agonist"
"690","CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23","C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23","bacterial DNA gyrase inhibitor","TOP2A","infectious disease|otolaryngology|pulmonary|urology","pneumonia|sinusitis|bronchitis|skin infections|prostatitis|urinary tract infections|pyelonephritis|anthrax|plague","bacterial_dna_inhibitor"
"691","NCC(=O)CCC(=O)O","NCC(=O)CCC(=O)O","oxidizing agent","ALAD","oncology|dermatology","glioma|actinic keratosis (AK)","oxidizing agent"
"692","NC(=O)N1c2ccccc2C=Cc2ccccc21","NC(=O)N1c2ccccc2C=Cc2ccccc21","carboxamide antiepileptic","SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A","neurology/psychiatry","seizures","carboxamide antiepileptic"
"693","CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2","CSc1ccc2c(c1)[C@H](N1CCN(C)CC1)Cc1ccccc1S2","anti-HCVE2","HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7","","","anti-HCVE2"
"694","CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1","CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1","adrenergic receptor agonist","ADRB2|BCHE","pulmonary","asthma","adrenergic_agonist"
"695","CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1","C[C@@H](Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1","gluconeogenesis inhibitor","HMGCR","","","gluconeogenesis inhibitor"
"696","COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2","COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2","microtubule inhibitor","GLRA1|GLRA2|TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8","rheumatology|endocrinology","gout|fever","microtubule_inhibitor"
"697","CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1","CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1","potassium channel blocker","KCNA5|KCNH1","","","potassium channel blocker"
"698","CCN(CC)CCOC(=O)c1ccc(N)cc1","CCN(CC)CCOC(=O)c1ccc(N)cc1","HMGCR inhibitor","CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3","neurology/psychiatry","anesthetic","HMGCR inhibitor"
"699","COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@@H]3COC(=O)[C@H]32)OCO4)cc(OC)c1O","COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O","topoisomerase inhibitor","TOP2A|TOP2B","oncology","non-small cell lung cancer (NSCLC)","dna_rna_damage"
"700","CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12","CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12","RNA synthesis inhibitor","","infectious disease","schistosomiasis","dna_rna_damage"
"701","Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21","Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21","PKC inhibitor","KCNN1|KCNN3","infectious disease","first-aid antiseptic","pkc_inhibitor"
"702","CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1","CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1","estrogen receptor antagonist","ESR1","obstetrics/gynecology","infertility","estrogen_antagonist"
"703","Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1","Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1","bacterial cell wall synthesis inhibitor","TRPM2|TRPV5","infectious disease|neurology/psychiatry","yeast infection|itching","bacterial cell wall synthesis inhibitor"
"704","NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","bacterial 30S ribosomal subunit inhibitor","","infectious disease","gram-negative bacterial infections","antibacterial"
"705","CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1","CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1","dihydrofolate reductase inhibitor","DHFR","oncology|hematologic malignancy|dermatology|rheumatology","gestational choriocarcinoma|hydatidiform mole|acute lymphoblastic leukemia (ALL)|psoriasis|rheumatoid arthritis","dihydrofolate reductase inhibitor"
"706","Nc1nc2cc(Cl)ccc2o1","Nc1nc2cc(Cl)ccc2o1","myorelaxant","","","","muscle_relaxant"
"707","CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1","CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1","bacterial cell wall synthesis inhibitor","","infectious disease|otolaryngology","respiratory tract infections|otitis|skin infections|bone and joint infections|genitourinary tract infections","bacterial cell wall synthesis inhibitor"
"708","CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1","CC(C)(C)NC[C@@H](O)c1cc(O)cc(O)c1","adrenergic receptor agonist","ADRB2","pulmonary","bronchospasm|bronchitis|emphysema","adrenergic_agonist"
"709","CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1","CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1","dihydrofolate reductase inhibitor","DHFR","oncology|hematologic malignancy|dermatology|rheumatology","gestational choriocarcinoma|hydatidiform mole|acute lymphoblastic leukemia (ALL)|psoriasis|rheumatoid arthritis","dihydrofolate reductase inhibitor"
"710","CCCCCC[C@H]1C(=O)O[C@H](C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C","CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C","ATP synthase inhibitor","CYCS","","","atp_synthesis_inhibitor"
"711","NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O","NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O","thiazide diuretic","CA1|CA12|CA2|CA4|CA9|KCNMA1|SLC12A3","cardiology","hypertension|congestive heart failure","thiazide diuretic"
"712","CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1","CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1","topoisomerase inhibitor","TOP1","","","dna_rna_damage"
"713","Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1","Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1","fungal squalene epoxidase inhibitor","","infectious disease","tinea pedis|tinea corporis","antifungal"
"714","N=C(N)NS(=O)(=O)c1ccc(N)cc1","N=C(N)NS(=O)(=O)c1ccc(N)cc1","bacterial antifolate","","infectious disease","urinary tract infections","antibacterial"
"715","Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C","Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C","analgesic agent","","neurology/psychiatry","pain relief","analgesic agent"
"716","C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O","C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O","adrenergic receptor agonist","ADRA2A|ADRA2B|ADRA2C|DDC","cardiology","hypertension","adrenergic_agonist"
"717","O=C1OC(CN2CCOCC2)CN1N=Cc1ccc([N+](=O)[O-])o1","O=C1O[C@H](CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1","bacterial DNA inhibitor","","infectious disease","gram-negative bacterial infections","bacterial_dna_inhibitor"
"718","Cc1cc(C2CCCCC2)n(O)c(=O)c1","Cc1cc(C2CCCCC2)n(O)c(=O)c1","membrane integrity inhibitor","ATP1A1","infectious disease","onychomycosis","membrane integrity inhibitor"
"719","Clc1cc(Cl)c(OCC#CI)cc1Cl","Clc1cc(Cl)c(OCC#CI)cc1Cl","other antifungal","","infectious disease","tinea pedis","antifungal"
"720","O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1ccc(O)cc1","O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1","bacterial DNA inhibitor","","gastroenterology","colitis|diarrhea","bacterial_dna_inhibitor"
"721","C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O","C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O","ATPase inhibitor","ATP1A1","cardiology","congestive heart failure|atrial fibrillation (AF)","atp_synthesis_inhibitor"
"722","Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1","Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1","other antibiotic","","","","other antibiotic"
"723","COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC","COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC","microtubule inhibitor|tubulin polymerization inhibitor","IGF1R|TOP2A|TUBA4A|TUBB","infectious disease","genital warts","microtubule_inhibitor"
"724","CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1","CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1","sodium channel blocker","SCN10A","infectious disease","first-aid antiseptic","sodium channel blocker"
"725","C[C@]12CC[C@H](O)C[C@@H]1CC[C@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O","C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O","ATPase inhibitor","ATP1A1","","","atp_synthesis_inhibitor"
"726","CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1","C[C@@H](Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1","calcium channel blocker","","","","calcium_channel_blocker"
"727","Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1","Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1","cyclooxygenase inhibitor","PTGS2","rheumatology","rheumatoid arthritis|psoriatic arthritis|osteoarthritis|gout|ankylosing spondylitis","cox inhibitor"
"728","Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1","Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1","DNA synthesis inhibitor","","dermatology","vitiligo|eczema","dna_rna_damage"
"729","CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]21","CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21","HMGCR inhibitor","HDAC2|HMGCR|ITGAL|NR1I2","cardiology|endocrinology","coronary heart disease|myocardial infarction|hypercholesterolemia","HMGCR inhibitor"
"730","CCCCOC(=O)c1ccc(N)cc1","CCCCOC(=O)c1ccc(N)cc1","sodium channel blocker","","","","sodium channel blocker"
"731","CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]21","CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21","HMGCR inhibitor","HMGCR","","","HMGCR inhibitor"
"732","COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1","COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1","RNA synthesis inhibitor|topoisomerase inhibitor","TOP2A|TOP2B","hematologic malignancy","acute myeloid leukemia (AML)|acute lymphoblastic leukemia (ALL)","dna_rna_damage"
"733","CC[Hg]Sc1ccccc1C(=O)O","CC[Hg]Sc1ccccc1C(=O)O","other antibiotic","OXCT1","infectious disease","preservative","other antibiotic"
"734","O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1","O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1","dopamine receptor antagonist|serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|DRD2|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2C|HTR6|KCNH2","","","dopamine_antagonist"
"735","Nc1ncn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1","Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1","DNA methyltransferase inhibitor","DNMT1|DNMT3A","hematologic malignancy|hematology","myelodysplastic diseases (MDS)|anemia|chronic myelomonocytic leukemia (CMMoL)","dna_methyltransferase_inhibitor"
"736","C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O","C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O","","","cardiology","congestive heart failure|cardiac arrythmia",""
"737","O=c1[nH]cc(F)c(=O)[nH]1","O=c1[nH]cc(F)c(=O)[nH]1","thymidylate synthase inhibitor","DPYD|TYMS","oncology","colorectal cancer|breast cancer|pancreatic cancer|gastric adenocarcinoma","thymidylate_synthase_inhibitor"
