"","rdkit_graph","rdkit_broad","moa","target","disease_area","indication"
"553","CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1","CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1","Aurora kinase inhibitor","AURKA","",""
"554","COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1","COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1","KIT inhibitor|VEGFR inhibitor","CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB","",""
"555","CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1","CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1","apoptosis stimulant|retinoid receptor agonist","RARA","",""
"556","CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C","CCCCCCCCCCCCCCCC(=O)O[C@@H](CC(=O)O)C[N+](C)(C)C","protein kinase inhibitor","","",""
"557","Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1","Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1","Abl kinase inhibitor|Bcr-Abl kinase inhibitor","ABL1|KIT","hematologic malignancy","chronic myeloid leukemia (CML)"
"558","O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12","O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12","DNA dependent protein kinase inhibitor","PRKDC","",""
"559","CCCCCCCCCCCCCCSCC(=O)O","CCCCCCCCCCCCCCSCC(=O)O","lipid peroxidase inhibitor","","",""
"560","C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1","C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1","EGFR inhibitor","EGFR","",""
"561","C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1","C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1","chelating agent|topoisomerase inhibitor","TOP2A|TOP2B","cardiology","cardiomyopathy"
"562","OC12C3C4CC5C6C4C1C6C(C53)N2CCc1cccc(F)c1","O[C@@]12[C@@H]3[C@@H]4[C@H]5[C@H]6C[C@@H]([C@H]53)[C@@H]1[C@H]6[C@H]4N2CCc1cccc(F)c1","beta-secretase inhibitor","BACE1","",""
"563","CCOC(=O)C12CC1C(=NO)c1ccccc1O2","CCOC(=O)[C@]12C[C@H]1/C(=N\O)c1ccccc1O2","glutamate receptor antagonist","GRM1","",""
"564","CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1","CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1","adrenergic receptor antagonist","","",""
"565","COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13","COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13","cytochrome P450 inhibitor","NR3C2","cardiology","congestive heart failure|hypertension"
"566","O=C(NC(NC(=S)Nc1ccc(F)c([N+](=O)[O-])c1)C(Cl)(Cl)Cl)C(c1ccccc1)c1ccccc1","O=C(N[C@H](NC(=S)Nc1ccc(F)c([N+](=O)[O-])c1)C(Cl)(Cl)Cl)C(c1ccccc1)c1ccccc1","ATM kinase inhibitor|ATR kinase inhibitor","ATM|ATR","",""
"567","C[C@H](Cc1ccc(OCC(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1","C[C@H](Cc1ccc(OCC(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1","adrenergic receptor agonist","ADRB1|ADRB2|ADRB3","",""
"568","Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl","Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl","antibacterial agent","DNMT1","infectious disease","first-aid antiseptic"
"569","CNCCCC1c2ccccc2C=Cc2ccccc21","CNCCCC1c2ccccc2C=Cc2ccccc21","tricyclic antidepressant","SLC6A2|SLC6A4","neurology/psychiatry","depression"
"570","C/C=C/C(=O)N(CC)c1ccccc1C","C/C=C/C(=O)N(CC)c1ccccc1C","antipruritic","","infectious disease","scabies"
"571","Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1","Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1","c-Met inhibitor","MET","",""
"572","COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2","COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2","dehydrogenase inhibitor|inositol monophosphatase inhibitor","IMPDH1|IMPDH2","transplant","organ rejection"
"573","CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1","C[C@@](Cc1ccccc1)(NC(=O)CN)c1ccccc1","glutamate receptor antagonist","GRIN1","",""
"574","OC(CCN1CCCCC1)(c1ccccc1)C1C[C@@H]2C=C[C@H]1C2","O[C@](CCN1CCCCC1)(c1ccccc1)[C@@H]1C[C@H]2C=C[C@@H]1C2","acetylcholine receptor antagonist","CHRM1|CHRM2|CHRM3|CHRM4|CHRM5","neurology/psychiatry","Parkinson's Disease"
"575","CC[C@]1(O)CC2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1","CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1","microtubule inhibitor|tubulin polymerization inhibitor","JUN|TUBA1A|TUBB|TUBD1|TUBE1|TUBG1","hematologic malignancy|infectious disease|oncology","Hodgkin's lymphoma|true histiocytic lymphoma (THL)|mycosis|small lymphocytic lymphoma (SLL)|testicular carcinoma|Kaposi sarcoma"
"576","CCOC(=O)Nc1nc2ccccc2[nH]1","CCOC(=O)Nc1nc2ccccc2[nH]1","anthelmintic agent","","",""
"577","Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O","Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O","autotaxin inhibitor","ESR1|ESR2|MCL1","",""
"578","CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1","CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1","membrane integrity inhibitor","","endocrinology","contraceptive"
"579","CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O","CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O","PPAR receptor agonist","PPARA","",""
"580","CCCN(CCC)CCc1cccc2c1CC(=O)N2","CCCN(CCC)CCc1cccc2c1CC(=O)N2","dopamine receptor agonist","ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C","neurology/psychiatry","Parkinson's Disease|restless leg syndrome"
"581","Nc1nc(NCC2CCC(CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12","Nc1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12","neuropeptide receptor antagonist","NPY5R","",""
"582","Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1","Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1","serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7","",""
"583","CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C","CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@H]3[C@@H](O)C[C@@]21C","phospholipase activator","PLA2G1B","dermatology|ophthalmology|neurology/psychiatry","eczema|contact dermatitis|itching"
"584","COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC","COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC","microtubule inhibitor|tubulin polymerization inhibitor","IGF1R|TOP2A|TUBA4A|TUBB","infectious disease","genital warts"
"585","CC(=O)O[C@]1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CC[C@]4(C)C3CC[C@@]21C","CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C","5 alpha reductase inhibitor","PGR","endocrinology","hypermenorrhea|amenorrhea|oligomenorrhea|polymenorrhea"
"586","CN(C)CCC(c1ccc(Br)cc1)c1ccccn1","CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1","histamine receptor antagonist","HRH1","allergy|otolaryngology","allergic rhinitis|common cold"
"587","CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2sccc2C)cc1","CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2sccc2C)cc1","prostanoid receptor antagonist","PTGER4","",""
"588","O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1","O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1","dopamine receptor antagonist","DRD2|DRD3","neurology/psychiatry","sedative"
"589","CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O","CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O","NFkB pathway inhibitor","MLNR","infectious disease","listeria|respiratory tract infections|skin infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma"
"590","COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC","COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC","vesicular monoamine transporter inhibitor","SLC18A1|SLC18A2","cardiology","hypertension"
"591","CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl","CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@H]1c1ccccc1Cl","calcium channel blocker","CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1","cardiology","hypertension|chronic stable angina|vasospastic angina|coronary artery disease (CAD)"
"592","Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1","Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1","lanosterol demethylase inhibitor|sterol demethylase inhibitor","NPY1R|NPY2R|TRPM2|TRPV5","infectious disease","tinea pedis|tinea cruris|tinea corporis|tinea versicolor|cutaneous candidiasis"
"593","OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1","OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1","dopamine receptor antagonist","CALM1|DRD1|DRD2|HRH1|HTR2A|HTR2C|HTR6|HTR7","neurology/psychiatry|gastroenterology","schizophrenia|nausea|vomiting"
"594","CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O","CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O","DNA polymerase inhibitor","","dental|infectious disease","cold sore|genitial herpes|shingles"
"595","c1ccc2[nH]c(-c3cscn3)nc2c1","c1ccc2[nH]c(-c3cscn3)nc2c1","angiogenesis inhibitor","","infectious disease","gastrointestinal roundworms|hookworm"
"596","CN1CCN2c3ccccc3Cc3ccccc3C2C1","CN1CCN2c3ccccc3Cc3ccccc3C2C1","serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR6|HTR7","neurology/psychiatry","depression"
"597","Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F","Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F","ribonucleotide reductase inhibitor","POLA1|POLD1|POLE|RRM1|RRM2|RRM2B","hematologic malignancy","acute lymphoblastic leukemia (ALL)"
"598","CC(C)(Oc1ccc(Cl)cc1)C(=O)O","CC(C)(Oc1ccc(Cl)cc1)C(=O)O","PPAR receptor agonist","PPARA","endocrinology","hyperlipidemia"
"599","COc1oc(=O)c2cc(N)ccc2c1Cl","COc1oc(=O)c2cc(N)ccc2c1Cl","gamma secretase inhibitor","PSEN1","",""
"600","NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12","NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12","penicillin binding protein inhibitor","","infectious disease","gram-negative bacterial infections"
"601","CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1","CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1","mucolytic agent","","pulmonary","chest congestion"
"602","COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1","COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1","phosphodiesterase inhibitor","PDE5A","",""
"603","Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21","Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21","CDK inhibitor","CDK1|CDK2|CDK5|MAPK1","",""
"604","CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C","CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C","glucocorticoid receptor antagonist|progesterone receptor antagonist","AR|NR1I2|NR3C1|PGR","endocrinology","hyperglycemia|diabetes mellitus"
"605","CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1","CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1","dopamine receptor antagonist|serotonin receptor antagonist","DRD1|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C","hematology|neurology/psychiatry","postpartum hemorrhage (PPH)|migraine headache"
"606","CC(NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC(C(=O)OC(C)(C)C)c1ccccc1","C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H](C(=O)OC(C)(C)C)c1ccccc1","gamma secretase inhibitor","","",""
"607","O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21","aromatase inhibitor|TRPV antagonist","CYP19A1|CYP1B1|ESR2|GLO1|HSD17B1","",""
"608","Cn1cc(C=C2C(=O)Nc3cccnc32)c2ccccc21","Cn1cc(/C=C2\C(=O)Nc3cccnc32)c2ccccc21","growth factor receptor inhibitor","NTRK1","",""
"609","O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1","O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1","cyclooxygenase inhibitor","PTGS1|PTGS2","neurology/psychiatry","pain relief"
"610","CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O","CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O","omega 3 fatty acid stimulant","ELOVL4|FADS1|FADS2|FFAR1|FFAR4|PTGS2|SLC8A1|TRPV1","",""
"611","CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1","CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1","glutamate receptor antagonist","GRM5","",""
"612","COc1ccc(CNC(=O)C=Cc2ccc3[nH]cc(CCN(C)C)c3c2)cc1","COc1ccc(CNC(=O)/C=C/c2ccc3[nH]cc(CCN(C)C)c3c2)cc1","serotonin receptor agonist","HTR1D","",""
"613","CN(Cc1ccccc1)C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)c1cn(C)c2ccccc12","CN(Cc1ccccc1)C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)c1cn(C)c2ccccc12","tachykinin antagonist","TACR1|TACR2","",""
"614","OC(c1ccccc1)(c1ccccc1)C1CCNCC1","OC(c1ccccc1)(c1ccccc1)C1CCNCC1","histamine receptor antagonist","HRH1","",""
"615","NC1CCN(c2cccc(Cl)n2)CC1","NC1CCN(c2cccc(Cl)n2)CC1","serotonin receptor agonist","HTR3A","",""
"616","O=C1C(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccccc21","O=C1C(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccccc21","carboxylesterase inhibitor","BCHE|CES1","",""
"617","COc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC","COc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC","Abl kinase inhibitor|SRC inhibitor|VEGFR inhibitor","EGFR|FLT1|FLT4|KDR","",""
"618","CCCN(CC1CC1)c1nc(C)nc(Nc2c(Cl)cc(Cl)cc2Cl)c1Cl","CCCN(CC1CC1)c1nc(C)nc(Nc2c(Cl)cc(Cl)cc2Cl)c1Cl","corticotropin releasing factor receptor antagonist","CRHR1","",""
"619","CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)N1Cc3ccccc3NC1=O)C2","CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)N1Cc3ccccc3NC1=O)C2","acetylcholine receptor antagonist","CHRM3","",""
"620","CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C","CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C","bacterial cell wall synthesis inhibitor","","infectious disease","urinary tract infections|gram-negative bacterial infections"
"621","Cc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(F)cc12","Cc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(F)cc12","thromboxane receptor antagonist","PTGES","",""
"622","O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1","O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1","CDK inhibitor|glycogen synthase kinase inhibitor","CCNB1|CDK1|CDK5|GSK3B","",""
"623","Cc1cc(I)ccc1Nc1c(C(=O)NOCC2CC2)cc(F)c(F)c1F","Cc1cc(I)ccc1Nc1c(C(=O)NOCC2CC2)cc(F)c(F)c1F","MAP kinase inhibitor|MEK inhibitor","MAP2K1|MAP2K2","",""
"624","CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2","CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2","serotonin receptor antagonist","HTR3A|HTR3B","",""
"625","CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1","CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1","glucocorticoid receptor agonist","NR3C1","dermatology","corticosteroid-responsive dermatoses"
"626","C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O","C[C@@H]1O[C@@H](O[C@@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O","ATPase inhibitor","ATP1A1","cardiology","hypertension|cardiac arrythmia"
"627","c1ccc2c(c1)CCCc1cc(NCCN3CCOCC3)nnc1-2","c1ccc2c(c1)CCCc1cc(NCCN3CCOCC3)nnc1-2","acetylcholine receptor agonist","CHRM1","",""
"628","COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F","COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F","phosphodiesterase inhibitor","PDE4D","",""
"629","COC(=O)C=Cc1cc(O)ccc1O","COC(=O)/C=C/c1cc(O)ccc1O","EGFR inhibitor|tyrosine kinase inhibitor","EGFR","",""
"630","COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)C/C=C/c2ccc(Cl)cc2)cc1","COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)C/C=C/c2ccc(Cl)cc2)cc1","calcium/calmodulin dependent protein kinase inhibitor","CAMK2A","",""
"631","CC(=O)C(C#N)C(=O)Nc1cc(Br)ccc1Br","CC(=O)[C@@H](C#N)C(=O)Nc1cc(Br)ccc1Br","Bruton's tyrosine kinase (BTK) inhibitor","BTK","",""
"632","CC(N)Cn1ccc2cc(F)c(Cl)cc21","C[C@H](N)Cn1ccc2cc(F)c(Cl)cc21","serotonin receptor agonist","HTR2A|HTR2B|HTR2C","",""
"633","O=C(O)CCC=CCC1COC(c2ccccc2Cl)OC1c1ccccc1O","O=C(O)CC/C=C\C[C@@H]1CO[C@H](c2ccccc2Cl)O[C@@H]1c1ccccc1O","thromboxane receptor antagonist","TBXA2R","",""
"634","Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2","Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2","acetylcholine receptor agonist","HTR2C","",""
"635","C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C","C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C","steroid","NR3C1|PLA2G1B","dermatology","corticosteroid-responsive dermatoses"
"636","CC(C)[C@H]1c2ccc(F)cc2CC[C@@]1(CCN(C)CCCc1nc2ccccc2[nH]1)OC(=O)C1CC1","CC(C)[C@H]1c2ccc(F)cc2CC[C@@]1(CCN(C)CCCc1nc2ccccc2[nH]1)OC(=O)C1CC1","T-type calcium channel blocker","CATSPER1|CATSPER2|CATSPER3|CATSPER4","",""
"637","CN[C@@H](C)[C@@H](O)c1ccccc1","CN[C@@H](C)[C@H](O)c1ccccc1","adrenergic receptor agonist","ACHE|ADRA1A|ADRB2|SLC18A2|SLC6A2","cardiology|pulmonary|neurology/psychiatry|endocrinology","hypotension|asthma|narcolepsy|obesity"
"638","CC(C)(C)c1cc(/C=C(\C#N)C(N)=S)cc(C(C)(C)C)c1O","CC(C)(C)c1cc(/C=C(\C#N)C(N)=S)cc(C(C)(C)C)c1O","tyrosine kinase inhibitor","ERBB2|KDR|NTRK1","",""
"639","Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1","Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1","glycogen synthase kinase inhibitor","GSK3B|JUN|MYC","",""
"640","CCCCC#Cc1nc(NC)c2ncn(C3OC(CO)C(O)C3O)c2n1","CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1","adenosine receptor agonist","ADORA1|ADORA2A|ADORA2B|ADORA3","",""
"641","CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C","CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C","sodium channel blocker","CHRM1|CHRM2|CHRM3|KCND2|KCND3|KCNH2|SCN5A","cardiology","ventricular tachycardia (VT)|ventricular arrhythmias"
"642","CC(C)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O","CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O","PPAR receptor agonist","","",""
"643","CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1","CCCCC[C@@H](O)c1cccc(OCc2ccc3ccccc3n2)c1","leukotriene receptor antagonist|lipoxygenase inhibitor","ALOX5","",""
"644","CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1","CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1","CDK inhibitor","CDK2|CDK9","",""
"645","CCC(=O)N(c1ccccc1)C1CCN(CCc2ccc(N=C=S)cc2)CC1","CCC(=O)N(c1ccccc1)C1CCN(CCc2ccc(N=C=S)cc2)CC1","opioid receptor agonist","OPRD1","",""
"646","CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O","CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O","leukotriene synthesis inhibitor","LTA4H|RNPEP","hematologic malignancy","acute myeloid leukemia (AML)"
"647","CC[N+](C)(CC)CC(=O)Nc1c(C)cccc1C","CC[N+](C)(CC)CC(=O)Nc1c(C)cccc1C","antiarrhythmic medication","","",""
"648","CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN","CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN","cannabinoid receptor agonist","CNR1","",""
